PartitionKey;RowKey;OrderID;CustomerID;EmployeeID;OrderDate;RequiredDate;ShippedDate;ShipVia;Freight;ShipName;ShipAddress;ShipCity;ShipRegion;ShipPostalCode;ShipCountry
Orders;10393;10393;SAVEA;1;25.12.1996 0:00;22.1.1997 0:00;3.1.1997 0:00;3;126.56;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA
Orders;10394;10394;HUNGC;1;25.12.1996 0:00;22.1.1997 0:00;3.1.1997 0:00;3;30.34;Hungry Coyote Import Store;City Center Plaza 516 Main St.;Elgin;OR;97827;USA
Orders;10395;10395;HILAA;6;26.12.1996 0:00;23.1.1997 0:00;3.1.1997 0:00;1;184.41;HILARION-Abastos;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;5022;Venezuela
Orders;10396;10396;FRANK;1;27.12.1996 0:00;10.1.1997 0:00;6.1.1997 0:00;3;135.35;Frankenversand;Berliner Platz 43;München;null;80805;Germany
Orders;10397;10397;PRINI;5;27.12.1996 0:00;24.1.1997 0:00;2.1.1997 0:00;1;60.26;Princesa Isabel Vinhos;Estrada da saúde n. 58;Lisboa;null;1756;Portugal
Orders;10398;10398;SAVEA;2;30.12.1996 0:00;27.1.1997 0:00;9.1.1997 0:00;3;89.16;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA
Orders;10399;10399;VAFFE;8;31.12.1996 0:00;14.1.1997 0:00;8.1.1997 0:00;3;27.36;Vaffeljernet;Smagsloget 45;Århus;null;8200;Denmark
Orders;10400;10400;EASTC;1;1.1.1997 0:00;29.1.1997 0:00;16.1.1997 0:00;3;83.93;Eastern Connection;35 King George;London;null;WX3 6FW;UK
Orders;10401;10401;RATTC;1;1.1.1997 0:00;29.1.1997 0:00;10.1.1997 0:00;1;12.51;Rattlesnake Canyon Grocery;2817 Milton Dr.;Albuquerque;NM;87110;USA
Orders;10402;10402;ERNSH;8;2.1.1997 0:00;13.2.1997 0:00;10.1.1997 0:00;2;67.88;Ernst Handel;Kirchgasse 6;Graz;null;8010;Austria
Orders;10403;10403;ERNSH;4;3.1.1997 0:00;31.1.1997 0:00;9.1.1997 0:00;3;73.79;Ernst Handel;Kirchgasse 6;Graz;null;8010;Austria
Orders;10404;10404;MAGAA;2;3.1.1997 0:00;31.1.1997 0:00;8.1.1997 0:00;1;155.97;Magazzini Alimentari Riuniti;Via Ludovico il Moro 22;Bergamo;null;24100;Italy
Orders;10405;10405;LINOD;1;6.1.1997 0:00;3.2.1997 0:00;22.1.1997 0:00;1;34.82;LINO-Delicateses;Ave. 5 de Mayo Porlamar;I. de Margarita;Nueva Esparta;4980;Venezuela
Orders;10406;10406;QUEEN;7;7.1.1997 0:00;18.2.1997 0:00;13.1.1997 0:00;1;108.04;Queen Cozinha;Alameda dos Canàrios, 891;Sao Paulo;SP;05487-020;Brazil
Orders;10407;10407;OTTIK;2;7.1.1997 0:00;4.2.1997 0:00;30.1.1997 0:00;2;91.48;Ottilies Käseladen;Mehrheimerstr. 369;Köln;null;50739;Germany
Orders;10408;10408;FOLIG;8;8.1.1997 0:00;5.2.1997 0:00;14.1.1997 0:00;1;11.26;Folies gourmandes;184, chaussée de Tournai;Lille;null;59000;France
Orders;10409;10409;OCEAN;3;9.1.1997 0:00;6.2.1997 0:00;14.1.1997 0:00;1;29.83;Océano Atlántico Ltda.;Ing. Gustavo Moncada 8585 Piso 20-A;Buenos Aires;null;1010;Argentina
Orders;10410;10410;BOTTM;3;10.1.1997 0:00;7.2.1997 0:00;15.1.1997 0:00;3;2.4;Bottom-Dollar Markets;23 Tsawassen Blvd.;Tsawassen;BC;T2F 8M4;Canada
Orders;10411;10411;BOTTM;9;10.1.1997 0:00;7.2.1997 0:00;21.1.1997 0:00;3;23.65;Bottom-Dollar Markets;23 Tsawassen Blvd.;Tsawassen;BC;T2F 8M4;Canada
Orders;10412;10412;WARTH;8;13.1.1997 0:00;10.2.1997 0:00;15.1.1997 0:00;2;3.77;Wartian Herkku;Torikatu 38;Oulu;null;90110;Finland
Orders;10413;10413;LAMAI;3;14.1.1997 0:00;11.2.1997 0:00;16.1.1997 0:00;2;95.66;La maison d'Asie;1 rue Alsace-Lorraine;Toulouse;null;31000;France
Orders;10414;10414;FAMIA;2;14.1.1997 0:00;11.2.1997 0:00;17.1.1997 0:00;3;21.48;Familia Arquibaldo;Rua Orós, 92;Sao Paulo;SP;05442-030;Brazil
Orders;10415;10415;HUNGC;3;15.1.1997 0:00;12.2.1997 0:00;24.1.1997 0:00;1;0.2;Hungry Coyote Import Store;City Center Plaza 516 Main St.;Elgin;OR;97827;USA
Orders;10416;10416;WARTH;8;16.1.1997 0:00;13.2.1997 0:00;27.1.1997 0:00;3;22.72;Wartian Herkku;Torikatu 38;Oulu;null;90110;Finland
Orders;10417;10417;SIMOB;4;16.1.1997 0:00;13.2.1997 0:00;28.1.1997 0:00;3;70.29;Simons bistro;Vinbæltet 34;Kobenhavn;null;1734;Denmark
Orders;10418;10418;QUICK;4;17.1.1997 0:00;14.2.1997 0:00;24.1.1997 0:00;1;17.55;QUICK-Stop;Taucherstraße 10;Cunewalde;null;01307;Germany
Orders;10419;10419;RICSU;4;20.1.1997 0:00;17.2.1997 0:00;30.1.1997 0:00;2;137.35;Richter Supermarkt;Starenweg 5;Genève;null;1204;Switzerland
Orders;10420;10420;WELLI;3;21.1.1997 0:00;18.2.1997 0:00;27.1.1997 0:00;1;44.12;Wellington Importadora;Rua do Mercado, 12;Resende;SP;08737-363;Brazil
Orders;10421;10421;QUEDE;8;21.1.1997 0:00;4.3.1997 0:00;27.1.1997 0:00;1;99.23;Que Delícia;Rua da Panificadora, 12;Rio de Janeiro;RJ;02389-673;Brazil
Orders;10422;10422;FRANS;2;22.1.1997 0:00;19.2.1997 0:00;31.1.1997 0:00;1;3.02;Franchi S.p.A.;Via Monte Bianco 34;Torino;null;10100;Italy
Orders;10423;10423;GOURL;6;23.1.1997 0:00;6.2.1997 0:00;24.2.1997 0:00;3;24.5;Gourmet Lanchonetes;Av. Brasil, 442;Campinas;SP;04876-786;Brazil
Orders;10424;10424;MEREP;7;23.1.1997 0:00;20.2.1997 0:00;27.1.1997 0:00;2;370.61;Mère Paillarde;43 rue St. Laurent;Montréal;Québec;H1J 1C3;Canada
Orders;10425;10425;LAMAI;6;24.1.1997 0:00;21.2.1997 0:00;14.2.1997 0:00;2;7.93;La maison d'Asie;1 rue Alsace-Lorraine;Toulouse;null;31000;France
Orders;10426;10426;GALED;4;27.1.1997 0:00;24.2.1997 0:00;6.2.1997 0:00;1;18.69;Galería del gastronómo;Rambla de Cataluña, 23;Barcelona;null;8022;Spain
Orders;10427;10427;PICCO;4;27.1.1997 0:00;24.2.1997 0:00;3.3.1997 0:00;2;31.29;Piccolo und mehr;Geislweg 14;Salzburg;null;5020;Austria
Orders;10428;10428;REGGC;7;28.1.1997 0:00;25.2.1997 0:00;4.2.1997 0:00;1;11.09;Reggiani Caseifici;Strada Provinciale 124;Reggio Emilia;null;42100;Italy
Orders;10429;10429;HUNGO;3;29.1.1997 0:00;12.3.1997 0:00;7.2.1997 0:00;2;56.63;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;null;Ireland
Orders;10430;10430;ERNSH;4;30.1.1997 0:00;13.2.1997 0:00;3.2.1997 0:00;1;458.78;Ernst Handel;Kirchgasse 6;Graz;null;8010;Austria
Orders;10431;10431;BOTTM;4;30.1.1997 0:00;13.2.1997 0:00;7.2.1997 0:00;2;44.17;Bottom-Dollar Markets;23 Tsawassen Blvd.;Tsawassen;BC;T2F 8M4;Canada
Orders;10432;10432;SPLIR;3;31.1.1997 0:00;14.2.1997 0:00;7.2.1997 0:00;2;4.34;Split Rail Beer & Ale;P.O. Box 555;Lander;WY;82520;USA
Orders;10433;10433;PRINI;3;3.2.1997 0:00;3.3.1997 0:00;4.3.1997 0:00;3;73.83;Princesa Isabel Vinhos;Estrada da saúde n. 58;Lisboa;null;1756;Portugal
Orders;10434;10434;FOLKO;3;3.2.1997 0:00;3.3.1997 0:00;13.2.1997 0:00;2;17.92;Folk och fä HB;Åkergatan 24;Bräcke;null;S-844 67;Sweden
Orders;10435;10435;CONSH;8;4.2.1997 0:00;18.3.1997 0:00;7.2.1997 0:00;2;9.21;Consolidated Holdings;Berkeley Gardens 12  Brewery;London;null;WX1 6LT;UK
Orders;10436;10436;BLONP;3;5.2.1997 0:00;5.3.1997 0:00;11.2.1997 0:00;2;156.66;Blondel père et fils;24, place Kléber;Strasbourg;null;67000;France
Orders;10437;10437;WARTH;8;5.2.1997 0:00;5.3.1997 0:00;12.2.1997 0:00;1;19.97;Wartian Herkku;Torikatu 38;Oulu;null;90110;Finland
Orders;10438;10438;TOMSP;3;6.2.1997 0:00;6.3.1997 0:00;14.2.1997 0:00;2;8.24;Toms Spezialitäten;Luisenstr. 48;Münster;null;44087;Germany
Orders;10439;10439;MEREP;6;7.2.1997 0:00;7.3.1997 0:00;10.2.1997 0:00;3;4.07;Mère Paillarde;43 rue St. Laurent;Montréal;Québec;H1J 1C3;Canada
Orders;10440;10440;SAVEA;4;10.2.1997 0:00;10.3.1997 0:00;28.2.1997 0:00;2;86.53;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA
Orders;10441;10441;OLDWO;3;10.2.1997 0:00;24.3.1997 0:00;14.3.1997 0:00;2;73.02;Old World Delicatessen;2743 Bering St.;Anchorage;AK;99508;USA
Orders;10442;10442;ERNSH;3;11.2.1997 0:00;11.3.1997 0:00;18.2.1997 0:00;2;47.94;Ernst Handel;Kirchgasse 6;Graz;null;8010;Austria
Orders;10443;10443;REGGC;8;12.2.1997 0:00;12.3.1997 0:00;14.2.1997 0:00;1;13.95;Reggiani Caseifici;Strada Provinciale 124;Reggio Emilia;null;42100;Italy
Orders;10444;10444;BERGS;3;12.2.1997 0:00;12.3.1997 0:00;21.2.1997 0:00;3;3.5;Berglunds snabbköp;Berguvsvägen  8;Luleå;null;S-958 22;Sweden
Orders;10445;10445;BERGS;3;13.2.1997 0:00;13.3.1997 0:00;20.2.1997 0:00;1;9.3;Berglunds snabbköp;Berguvsvägen  8;Luleå;null;S-958 22;Sweden
Orders;10446;10446;TOMSP;6;14.2.1997 0:00;14.3.1997 0:00;19.2.1997 0:00;1;14.68;Toms Spezialitäten;Luisenstr. 48;Münster;null;44087;Germany
Orders;10447;10447;RICAR;4;14.2.1997 0:00;14.3.1997 0:00;7.3.1997 0:00;2;68.66;Ricardo Adocicados;Av. Copacabana, 267;Rio de Janeiro;RJ;02389-890;Brazil
Orders;10448;10448;RANCH;4;17.2.1997 0:00;17.3.1997 0:00;24.2.1997 0:00;2;38.82;Rancho grande;Av. del Libertador 900;Buenos Aires;null;1010;Argentina
Orders;10449;10449;BLONP;3;18.2.1997 0:00;18.3.1997 0:00;27.2.1997 0:00;2;53.3;Blondel père et fils;24, place Kléber;Strasbourg;null;67000;France
Orders;10450;10450;VICTE;8;19.2.1997 0:00;19.3.1997 0:00;11.3.1997 0:00;2;7.23;Victuailles en stock;2, rue du Commerce;Lyon;null;69004;France
Orders;10451;10451;QUICK;4;19.2.1997 0:00;5.3.1997 0:00;12.3.1997 0:00;3;189.09;QUICK-Stop;Taucherstraße 10;Cunewalde;null;01307;Germany
Orders;10452;10452;SAVEA;8;20.2.1997 0:00;20.3.1997 0:00;26.2.1997 0:00;1;140.26;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA
Orders;10453;10453;AROUT;1;21.2.1997 0:00;21.3.1997 0:00;26.2.1997 0:00;2;25.36;Around the Horn;Brook Farm Stratford St. Mary;Colchester;Essex;CO7 6JX;UK
Orders;10454;10454;LAMAI;4;21.2.1997 0:00;21.3.1997 0:00;25.2.1997 0:00;3;2.74;La maison d'Asie;1 rue Alsace-Lorraine;Toulouse;null;31000;France
Orders;10455;10455;WARTH;8;24.2.1997 0:00;7.4.1997 0:00;3.3.1997 0:00;2;180.45;Wartian Herkku;Torikatu 38;Oulu;null;90110;Finland
Orders;10456;10456;KOENE;8;25.2.1997 0:00;8.4.1997 0:00;28.2.1997 0:00;2;8.12;Königlich Essen;Maubelstr. 90;Brandenburg;null;14776;Germany
Orders;10457;10457;KOENE;2;25.2.1997 0:00;25.3.1997 0:00;3.3.1997 0:00;1;11.57;Königlich Essen;Maubelstr. 90;Brandenburg;null;14776;Germany
Orders;10458;10458;SUPRD;7;26.2.1997 0:00;26.3.1997 0:00;4.3.1997 0:00;3;147.06;Suprêmes délices;Boulevard Tirou, 255;Charleroi;null;B-6000;Belgium
Orders;10459;10459;VICTE;4;27.2.1997 0:00;27.3.1997 0:00;28.2.1997 0:00;2;25.09;Victuailles en stock;2, rue du Commerce;Lyon;null;69004;France
Orders;10460;10460;FOLKO;8;28.2.1997 0:00;28.3.1997 0:00;3.3.1997 0:00;1;16.27;Folk och fä HB;Åkergatan 24;Bräcke;null;S-844 67;Sweden
Orders;10461;10461;LILAS;1;28.2.1997 0:00;28.3.1997 0:00;5.3.1997 0:00;3;148.61;LILA-Supermercado;Carrera 52 con Ave. Bolívar #65-98 Llano Largo;Barquisimeto;Lara;3508;Venezuela
Orders;10462;10462;CONSH;2;3.3.1997 0:00;31.3.1997 0:00;18.3.1997 0:00;1;6.17;Consolidated Holdings;Berkeley Gardens 12  Brewery;London;null;WX1 6LT;UK
Orders;10463;10463;SUPRD;5;4.3.1997 0:00;1.4.1997 0:00;6.3.1997 0:00;3;14.78;Suprêmes délices;Boulevard Tirou, 255;Charleroi;null;B-6000;Belgium
Orders;10464;10464;FURIB;4;4.3.1997 0:00;1.4.1997 0:00;14.3.1997 0:00;2;89;Furia Bacalhau e Frutos do Mar;Jardim das rosas n. 32;Lisboa;null;1675;Portugal
Orders;10465;10465;VAFFE;1;5.3.1997 0:00;2.4.1997 0:00;14.3.1997 0:00;3;145.04;Vaffeljernet;Smagsloget 45;Århus;null;8200;Denmark
Orders;10466;10466;COMMI;4;6.3.1997 0:00;3.4.1997 0:00;13.3.1997 0:00;1;11.93;Comércio Mineiro;Av. dos Lusíadas, 23;Sao Paulo;SP;05432-043;Brazil
Orders;10467;10467;MAGAA;8;6.3.1997 0:00;3.4.1997 0:00;11.3.1997 0:00;2;4.93;Magazzini Alimentari Riuniti;Via Ludovico il Moro 22;Bergamo;null;24100;Italy
Orders;10468;10468;KOENE;3;7.3.1997 0:00;4.4.1997 0:00;12.3.1997 0:00;3;44.12;Königlich Essen;Maubelstr. 90;Brandenburg;null;14776;Germany
Orders;10469;10469;WHITC;1;10.3.1997 0:00;7.4.1997 0:00;14.3.1997 0:00;1;60.18;White Clover Markets;1029 - 12th Ave. S.;Seattle;WA;98124;USA
Orders;10470;10470;BONAP;4;11.3.1997 0:00;8.4.1997 0:00;14.3.1997 0:00;2;64.56;Bon app';12, rue des Bouchers;Marseille;null;13008;France
Orders;10471;10471;BSBEV;2;11.3.1997 0:00;8.4.1997 0:00;18.3.1997 0:00;3;45.59;B's Beverages;Fauntleroy Circus;London;null;EC2 5NT;UK
Orders;10472;10472;SEVES;8;12.3.1997 0:00;9.4.1997 0:00;19.3.1997 0:00;1;4.2;Seven Seas Imports;90 Wadhurst Rd.;London;null;OX15 4NB;UK
Orders;10473;10473;ISLAT;1;13.3.1997 0:00;27.3.1997 0:00;21.3.1997 0:00;3;16.37;Island Trading;Garden House Crowther Way;Cowes;Isle of Wight;PO31 7PJ;UK
Orders;10474;10474;PERIC;5;13.3.1997 0:00;10.4.1997 0:00;21.3.1997 0:00;2;83.49;Pericles Comidas clásicas;Calle Dr. Jorge Cash 321;México D.F.;null;05033;Mexico
Orders;10475;10475;SUPRD;9;14.3.1997 0:00;11.4.1997 0:00;4.4.1997 0:00;1;68.52;Suprêmes délices;Boulevard Tirou, 255;Charleroi;null;B-6000;Belgium
Orders;10476;10476;HILAA;8;17.3.1997 0:00;14.4.1997 0:00;24.3.1997 0:00;3;4.41;HILARION-Abastos;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;5022;Venezuela
Orders;10477;10477;PRINI;5;17.3.1997 0:00;14.4.1997 0:00;25.3.1997 0:00;2;13.02;Princesa Isabel Vinhos;Estrada da saúde n. 58;Lisboa;null;1756;Portugal
Orders;10478;10478;VICTE;2;18.3.1997 0:00;1.4.1997 0:00;26.3.1997 0:00;3;4.81;Victuailles en stock;2, rue du Commerce;Lyon;null;69004;France
Orders;10479;10479;RATTC;3;19.3.1997 0:00;16.4.1997 0:00;21.3.1997 0:00;3;708.95;Rattlesnake Canyon Grocery;2817 Milton Dr.;Albuquerque;NM;87110;USA
Orders;10480;10480;FOLIG;6;20.3.1997 0:00;17.4.1997 0:00;24.3.1997 0:00;2;1.35;Folies gourmandes;184, chaussée de Tournai;Lille;null;59000;France
Orders;10481;10481;RICAR;8;20.3.1997 0:00;17.4.1997 0:00;25.3.1997 0:00;2;64.33;Ricardo Adocicados;Av. Copacabana, 267;Rio de Janeiro;RJ;02389-890;Brazil
Orders;10482;10482;LAZYK;1;21.3.1997 0:00;18.4.1997 0:00;10.4.1997 0:00;3;7.48;Lazy K Kountry Store;12 Orchestra Terrace;Walla Walla;WA;99362;USA
Orders;10483;10483;WHITC;7;24.3.1997 0:00;21.4.1997 0:00;25.4.1997 0:00;2;15.28;White Clover Markets;1029 - 12th Ave. S.;Seattle;WA;98124;USA
Orders;10484;10484;BSBEV;3;24.3.1997 0:00;21.4.1997 0:00;1.4.1997 0:00;3;6.88;B's Beverages;Fauntleroy Circus;London;null;EC2 5NT;UK
Orders;10485;10485;LINOD;4;25.3.1997 0:00;8.4.1997 0:00;31.3.1997 0:00;2;64.45;LINO-Delicateses;Ave. 5 de Mayo Porlamar;I. de Margarita;Nueva Esparta;4980;Venezuela
Orders;10486;10486;HILAA;1;26.3.1997 0:00;23.4.1997 0:00;2.4.1997 0:00;2;30.53;HILARION-Abastos;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;5022;Venezuela
Orders;10487;10487;QUEEN;2;26.3.1997 0:00;23.4.1997 0:00;28.3.1997 0:00;2;71.07;Queen Cozinha;Alameda dos Canàrios, 891;Sao Paulo;SP;05487-020;Brazil
Orders;10488;10488;FRANK;8;27.3.1997 0:00;24.4.1997 0:00;2.4.1997 0:00;2;4.93;Frankenversand;Berliner Platz 43;München;null;80805;Germany
Orders;10489;10489;PICCO;6;28.3.1997 0:00;25.4.1997 0:00;9.4.1997 0:00;2;5.29;Piccolo und mehr;Geislweg 14;Salzburg;null;5020;Austria
Orders;10490;10490;HILAA;7;31.3.1997 0:00;28.4.1997 0:00;3.4.1997 0:00;2;210.19;HILARION-Abastos;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;5022;Venezuela
Orders;10491;10491;FURIB;8;31.3.1997 0:00;28.4.1997 0:00;8.4.1997 0:00;3;16.96;Furia Bacalhau e Frutos do Mar;Jardim das rosas n. 32;Lisboa;null;1675;Portugal
Orders;10492;10492;BOTTM;3;1.4.1997 0:00;29.4.1997 0:00;11.4.1997 0:00;1;62.89;Bottom-Dollar Markets;23 Tsawassen Blvd.;Tsawassen;BC;T2F 8M4;Canada
Orders;10493;10493;LAMAI;4;2.4.1997 0:00;30.4.1997 0:00;10.4.1997 0:00;3;10.64;La maison d'Asie;1 rue Alsace-Lorraine;Toulouse;null;31000;France
Orders;10494;10494;COMMI;4;2.4.1997 0:00;30.4.1997 0:00;9.4.1997 0:00;2;65.99;Comércio Mineiro;Av. dos Lusíadas, 23;Sao Paulo;SP;05432-043;Brazil
Orders;10495;10495;LAUGB;3;3.4.1997 0:00;1.5.1997 0:00;11.4.1997 0:00;3;4.65;Laughing Bacchus Wine Cellars;2319 Elm St.;Vancouver;BC;V3F 2K1;Canada
Orders;10496;10496;TRADH;7;4.4.1997 0:00;2.5.1997 0:00;7.4.1997 0:00;2;46.77;Tradiçao Hipermercados;Av. Inês de Castro, 414;Sao Paulo;SP;05634-030;Brazil
Orders;10497;10497;LEHMS;7;4.4.1997 0:00;2.5.1997 0:00;7.4.1997 0:00;1;36.21;Lehmanns Marktstand;Magazinweg 7;Frankfurt a.M.;null;60528;Germany
Orders;10498;10498;HILAA;8;7.4.1997 0:00;5.5.1997 0:00;11.4.1997 0:00;2;29.75;HILARION-Abastos;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;5022;Venezuela
Orders;10499;10499;LILAS;4;8.4.1997 0:00;6.5.1997 0:00;16.4.1997 0:00;2;102.02;LILA-Supermercado;Carrera 52 con Ave. Bolívar #65-98 Llano Largo;Barquisimeto;Lara;3508;Venezuela
Orders;10500;10500;LAMAI;6;9.4.1997 0:00;7.5.1997 0:00;17.4.1997 0:00;1;42.68;La maison d'Asie;1 rue Alsace-Lorraine;Toulouse;null;31000;France
Orders;10501;10501;BLAUS;9;9.4.1997 0:00;7.5.1997 0:00;16.4.1997 0:00;3;8.85;Blauer See Delikatessen;Forsterstr. 57;Mannheim;null;68306;Germany
Orders;10502;10502;PERIC;2;10.4.1997 0:00;8.5.1997 0:00;29.4.1997 0:00;1;69.32;Pericles Comidas clásicas;Calle Dr. Jorge Cash 321;México D.F.;null;05033;Mexico
Orders;10503;10503;HUNGO;6;11.4.1997 0:00;9.5.1997 0:00;16.4.1997 0:00;2;16.74;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;null;Ireland
Orders;10504;10504;WHITC;4;11.4.1997 0:00;9.5.1997 0:00;18.4.1997 0:00;3;59.13;White Clover Markets;1029 - 12th Ave. S.;Seattle;WA;98124;USA
Orders;10505;10505;MEREP;3;14.4.1997 0:00;12.5.1997 0:00;21.4.1997 0:00;3;7.13;Mère Paillarde;43 rue St. Laurent;Montréal;Québec;H1J 1C3;Canada
Orders;10506;10506;KOENE;9;15.4.1997 0:00;13.5.1997 0:00;2.5.1997 0:00;2;21.19;Königlich Essen;Maubelstr. 90;Brandenburg;null;14776;Germany
Orders;10507;10507;ANTON;7;15.4.1997 0:00;13.5.1997 0:00;22.4.1997 0:00;1;47.45;Antonio Moreno Taquería;Mataderos  2312;México D.F.;null;05023;Mexico
Orders;10508;10508;OTTIK;1;16.4.1997 0:00;14.5.1997 0:00;13.5.1997 0:00;2;4.99;Ottilies Käseladen;Mehrheimerstr. 369;Köln;null;50739;Germany
Orders;10509;10509;BLAUS;4;17.4.1997 0:00;15.5.1997 0:00;29.4.1997 0:00;1;0.15;Blauer See Delikatessen;Forsterstr. 57;Mannheim;null;68306;Germany
Orders;10510;10510;SAVEA;6;18.4.1997 0:00;16.5.1997 0:00;28.4.1997 0:00;3;367.63;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA
Orders;10511;10511;BONAP;4;18.4.1997 0:00;16.5.1997 0:00;21.4.1997 0:00;3;350.64;Bon app';12, rue des Bouchers;Marseille;null;13008;France
Orders;10512;10512;FAMIA;7;21.4.1997 0:00;19.5.1997 0:00;24.4.1997 0:00;2;3.53;Familia Arquibaldo;Rua Orós, 92;Sao Paulo;SP;05442-030;Brazil
Orders;10513;10513;WANDK;7;22.4.1997 0:00;3.6.1997 0:00;28.4.1997 0:00;1;105.65;Die Wandernde Kuh;Adenauerallee 900;Stuttgart;null;70563;Germany
Orders;10514;10514;ERNSH;3;22.4.1997 0:00;20.5.1997 0:00;16.5.1997 0:00;2;789.95;Ernst Handel;Kirchgasse 6;Graz;null;8010;Austria
Orders;10515;10515;QUICK;2;23.4.1997 0:00;7.5.1997 0:00;23.5.1997 0:00;1;204.47;QUICK-Stop;Taucherstraße 10;Cunewalde;null;01307;Germany
Orders;10516;10516;HUNGO;2;24.4.1997 0:00;22.5.1997 0:00;1.5.1997 0:00;3;62.78;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;null;Ireland
Orders;10517;10517;NORTS;3;24.4.1997 0:00;22.5.1997 0:00;29.4.1997 0:00;3;32.07;North/South;South House 300 Queensbridge;London;null;SW7 1RZ;UK
Orders;10518;10518;TORTU;4;25.4.1997 0:00;9.5.1997 0:00;5.5.1997 0:00;2;218.15;Tortuga Restaurante;Avda. Azteca 123;México D.F.;null;05033;Mexico
Orders;10519;10519;CHOPS;6;28.4.1997 0:00;26.5.1997 0:00;1.5.1997 0:00;3;91.76;Chop-suey Chinese;Hauptstr. 31;Bern;null;3012;Switzerland
Orders;10520;10520;SANTG;7;29.4.1997 0:00;27.5.1997 0:00;1.5.1997 0:00;1;13.37;Santé Gourmet;Erling Skakkes gate 78;Stavern;null;4110;Norway
Orders;10521;10521;CACTU;8;29.4.1997 0:00;27.5.1997 0:00;2.5.1997 0:00;2;17.22;Cactus Comidas para llevar;Cerrito 333;Buenos Aires;null;1010;Argentina
Orders;10522;10522;LEHMS;4;30.4.1997 0:00;28.5.1997 0:00;6.5.1997 0:00;1;45.33;Lehmanns Marktstand;Magazinweg 7;Frankfurt a.M.;null;60528;Germany
Orders;10523;10523;SEVES;7;1.5.1997 0:00;29.5.1997 0:00;30.5.1997 0:00;2;77.63;Seven Seas Imports;90 Wadhurst Rd.;London;null;OX15 4NB;UK
Orders;10524;10524;BERGS;1;1.5.1997 0:00;29.5.1997 0:00;7.5.1997 0:00;2;244.79;Berglunds snabbköp;Berguvsvägen  8;Luleå;null;S-958 22;Sweden
Orders;10525;10525;BONAP;1;2.5.1997 0:00;30.5.1997 0:00;23.5.1997 0:00;2;11.06;Bon app';12, rue des Bouchers;Marseille;null;13008;France
Orders;10526;10526;WARTH;4;5.5.1997 0:00;2.6.1997 0:00;15.5.1997 0:00;2;58.59;Wartian Herkku;Torikatu 38;Oulu;null;90110;Finland
Orders;10527;10527;QUICK;7;5.5.1997 0:00;2.6.1997 0:00;7.5.1997 0:00;1;41.9;QUICK-Stop;Taucherstraße 10;Cunewalde;null;01307;Germany
Orders;10528;10528;GREAL;6;6.5.1997 0:00;20.5.1997 0:00;9.5.1997 0:00;2;3.35;Great Lakes Food Market;2732 Baker Blvd.;Eugene;OR;97403;USA
Orders;10529;10529;MAISD;5;7.5.1997 0:00;4.6.1997 0:00;9.5.1997 0:00;2;66.69;Maison Dewey;Rue Joseph-Bens 532;Bruxelles;null;B-1180;Belgium
Orders;10530;10530;PICCO;3;8.5.1997 0:00;5.6.1997 0:00;12.5.1997 0:00;2;339.22;Piccolo und mehr;Geislweg 14;Salzburg;null;5020;Austria
Orders;10531;10531;OCEAN;7;8.5.1997 0:00;5.6.1997 0:00;19.5.1997 0:00;1;8.12;Océano Atlántico Ltda.;Ing. Gustavo Moncada 8585 Piso 20-A;Buenos Aires;null;1010;Argentina
Orders;10532;10532;EASTC;7;9.5.1997 0:00;6.6.1997 0:00;12.5.1997 0:00;3;74.46;Eastern Connection;35 King George;London;null;WX3 6FW;UK
Orders;10533;10533;FOLKO;8;12.5.1997 0:00;9.6.1997 0:00;22.5.1997 0:00;1;188.04;Folk och fä HB;Åkergatan 24;Bräcke;null;S-844 67;Sweden
Orders;10534;10534;LEHMS;8;12.5.1997 0:00;9.6.1997 0:00;14.5.1997 0:00;2;27.94;Lehmanns Marktstand;Magazinweg 7;Frankfurt a.M.;null;60528;Germany
Orders;10535;10535;ANTON;4;13.5.1997 0:00;10.6.1997 0:00;21.5.1997 0:00;1;15.64;Antonio Moreno Taquería;Mataderos  2312;México D.F.;null;05023;Mexico
Orders;10536;10536;LEHMS;3;14.5.1997 0:00;11.6.1997 0:00;6.6.1997 0:00;2;58.88;Lehmanns Marktstand;Magazinweg 7;Frankfurt a.M.;null;60528;Germany
Orders;10537;10537;RICSU;1;14.5.1997 0:00;28.5.1997 0:00;19.5.1997 0:00;1;78.85;Richter Supermarkt;Starenweg 5;Genève;null;1204;Switzerland
